year,state,district,cook,rothenberg,cq_politics,sabatos_crystal_ball,real_clear,roll_call,ny_times,the_hill,daily_kos,fivethirtyeight,ddhq,elections_daily,politico,fox,the_economist,avg_rating
2020,New York,1,5,5.5,NA,5,5,NA,NA,NA,5,6,5,5,NA,NA,NA,5.1875
2020,New York,2,4,4,NA,5,4,NA,NA,NA,4,4,2,3,NA,NA,NA,3.75
2020,New York,11,4,4,NA,3,4,NA,NA,NA,4,4,3,5,NA,NA,NA,3.875
2020,New York,18,1,1,NA,2,2,NA,NA,NA,1,1,2,1,NA,NA,NA,1.375
2020,New York,19,2,1,NA,2,2,NA,NA,NA,1,2,1,1,NA,NA,NA,1.5
2020,New York,21,7,7,NA,7,7,NA,NA,NA,7,7,6,7,NA,NA,NA,6.875
2020,New York,22,4,3.25,NA,3,4,NA,NA,NA,4,3,3,3,NA,NA,NA,3.40625
2020,New York,24,4,4.75,NA,5,4,NA,NA,NA,4,5,4,3,NA,NA,NA,4.21875
2020,New York,27,7,7,NA,6,6,NA,NA,NA,7,7,7,7,NA,NA,NA,6.75
2020,North Carolina,1,1,1,NA,1,1,NA,NA,NA,1,2,3,1,NA,NA,NA,1.375
2020,North Carolina,2,2,1.75,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1.21875
2020,North Carolina,6,2,1.75,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1.21875
2020,North Carolina,8,5,4.75,NA,5,6,NA,NA,NA,5,5,5,5,NA,NA,NA,5.09375
2020,North Carolina,9,5,7,NA,6,6,NA,NA,NA,6,6,6,6,NA,NA,NA,6
2020,North Carolina,11,5,5.5,NA,5,6,NA,NA,NA,6,5,4,6,NA,NA,NA,5.3125
2020,Ohio,1,4,3.25,NA,3,6,NA,NA,NA,4,4,5,5,NA,NA,NA,4.28125
2020,Ohio,10,6,6.25,NA,6,6,NA,NA,NA,6,6,5,7,NA,NA,NA,6.03125
2020,Ohio,12,6,7,NA,6,5,NA,NA,NA,6,6,7,6,NA,NA,NA,6.125
2020,Ohio,13,1,1,NA,1,1,NA,NA,NA,1,1,2,1,NA,NA,NA,1.125
2020,Oklahoma,5,4,4,NA,3,4,NA,NA,NA,4,4,4,5,NA,NA,NA,4
2020,Oregon,4,3,1.75,NA,3,4,NA,NA,NA,2,2,4,3,NA,NA,NA,2.84375
2020,Pennsylvania,1,5,5.5,NA,5,4,NA,NA,NA,4,6,5,5,NA,NA,NA,4.9375
2020,Pennsylvania,7,2,1,NA,2,2,NA,NA,NA,1,1,2,2,NA,NA,NA,1.625
2020,Pennsylvania,8,3,1,NA,2,4,NA,NA,NA,2,2,2,2,NA,NA,NA,2.25
2020,Pennsylvania,10,4,4,NA,3,4,NA,NA,NA,4,4,4,3,NA,NA,NA,3.75
2020,Pennsylvania,16,6,7,NA,7,7,NA,NA,NA,7,7,7,6,NA,NA,NA,6.75
2020,Pennsylvania,17,2,1,NA,2,4,NA,NA,NA,2,2,4,3,NA,NA,NA,2.5
2020,South Carolina,1,3,2.5,NA,3,4,NA,NA,NA,3,3,4,3,NA,NA,NA,3.1875
2020,South Carolina,2,7,7,NA,6,7,NA,NA,NA,6,7,6,5,NA,NA,NA,6.375
2020,Texas,1,7,7,NA,7,7,NA,NA,NA,7,7,6,7,NA,NA,NA,6.875
2020,Texas,2,6,7,NA,6,7,NA,NA,NA,6,7,7,6,NA,NA,NA,6.5
2020,Texas,3,5,5.5,NA,6,7,NA,NA,NA,6,6,5,6,NA,NA,NA,5.8125
2020,Texas,6,6,6.25,NA,6,7,NA,NA,NA,6,6,6,6,NA,NA,NA,6.15625
2020,Texas,7,2,1.75,NA,2,3,NA,NA,NA,2,2,4,2,NA,NA,NA,2.34375
2020,Texas,10,4,5.5,NA,5,4,NA,NA,NA,5,6,5,5,NA,NA,NA,4.9375
2020,Texas,21,4,4,NA,5,4,NA,NA,NA,4,5,5,5,NA,NA,NA,4.5
2020,Texas,22,4,4,NA,5,4,NA,NA,NA,4,5,3,5,NA,NA,NA,4.25
2020,Texas,23,3,3.25,NA,3,4,NA,NA,NA,3,3,3,2,NA,NA,NA,3.03125
2020,Texas,24,3,3.25,NA,3,4,NA,NA,NA,4,4,4,3,NA,NA,NA,3.53125
2020,Texas,25,6,6.25,NA,6,6,NA,NA,NA,6,6,6,6,NA,NA,NA,6.03125
2020,Texas,27,7,7,NA,7,7,NA,NA,NA,7,7,6,7,NA,NA,NA,6.875
2020,Texas,31,5,7,NA,6,6,NA,NA,NA,6,6,7,6,NA,NA,NA,6.125
2020,Texas,32,2,1,NA,2,3,NA,NA,NA,2,2,3,2,NA,NA,NA,2.125
2020,Utah,4,4,3.25,NA,3,4,NA,NA,NA,4,4,4,3,NA,NA,NA,3.65625
2020,Virginia,1,7,7,NA,7,7,NA,NA,NA,7,6,7,7,NA,NA,NA,6.875
2020,Virginia,2,3,1.75,NA,3,4,NA,NA,NA,3,2,2,3,NA,NA,NA,2.71875
2020,Virginia,5,4,4,NA,5,5,NA,NA,NA,5,4,3,3,NA,NA,NA,4.125
2020,Virginia,7,3,3.25,NA,3,4,NA,NA,NA,4,2,4,3,NA,NA,NA,3.28125
2020,Virginia,10,1,1,NA,1,1,NA,NA,NA,1,1,2,1,NA,NA,NA,1.125
2020,Washington,3,5,5.5,NA,5,5,NA,NA,NA,5,6,5,6,NA,NA,NA,5.3125
2020,Washington,8,2,1,NA,3,3,NA,NA,NA,1,1,2,2,NA,NA,NA,1.875
2020,Wisconsin,3,3,1,NA,2,3,NA,NA,NA,2,2,2,2,NA,NA,NA,2.125
2022,Alaska,AL,4,4.75,NA,4,4,NA,NA,NA,NA,4,3,NA,5,4,2,3.861111111
2022,Arizona,1,4,5.5,NA,5,5,NA,NA,NA,NA,6,6,NA,4,5,5,5.055555556
2022,Arizona,2,5,5.5,NA,5,6,NA,NA,NA,NA,4,4,NA,5,5,5,4.944444444
2022,Arizona,4,2,1.75,NA,3,4,NA,NA,NA,NA,2,2,NA,3,4,2,2.638888889
2022,Arizona,6,5,4.75,NA,5,5,NA,NA,NA,NA,6,6,NA,5,5,5,5.194444444
2022,California,3,6,6.25,NA,6,6,NA,NA,NA,NA,6,6,NA,5,6,6,5.916666667
2022,California,6,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,2,2,1.333333333
2022,California,9,3,1.75,NA,3,3,NA,NA,NA,NA,2,2,NA,3,3,2,2.527777778
2022,California,13,4,2.5,NA,4,4,NA,NA,NA,NA,2,3,NA,3,4,3,3.277777778
2022,California,21,1,1,NA,2,1,NA,NA,NA,NA,1,1,NA,1,2,1,1.222222222
2022,California,22,4,4,NA,4,4,NA,NA,NA,NA,4,6,NA,4,4,4,4.222222222
2022,California,23,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,California,25,1,1,NA,2,2,NA,NA,NA,NA,1,1,NA,2,2,2,1.555555556
2022,California,26,1,1,NA,2,3,NA,NA,NA,NA,1,2,NA,1,2,2,1.666666667
2022,California,27,4,4,NA,4,4,NA,NA,NA,NA,4,5,NA,4,4,4,4.111111111
2022,California,40,6,6.25,NA,6,5,NA,NA,NA,NA,7,6,NA,6,7,6,6.138888889
2022,California,41,5,7,NA,6,5,NA,NA,NA,NA,6,6,NA,6,6,6,5.888888889
2022,California,45,5,5.5,NA,5,5,NA,NA,NA,NA,5,5,NA,4,5,4,4.833333333
2022,California,47,3,2.5,NA,3,4,NA,NA,NA,NA,2,1,NA,3,3,2,2.611111111
2022,California,49,3,1.75,NA,3,4,NA,NA,NA,NA,2,2,NA,3,3,3,2.75
2022,Colorado,3,7,7,NA,6,6,NA,NA,NA,NA,7,7,NA,6,6,7,6.555555556
2022,Colorado,5,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Colorado,7,2,1.75,NA,3,3,NA,NA,NA,NA,2,3,NA,2,3,2,2.416666667
2022,Colorado,8,4,4,NA,5,5,NA,NA,NA,NA,5,4,NA,4,4,4,4.333333333
2022,Connecticut,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,1,2,1,1.111111111
2022,Connecticut,2,2,1,NA,2,3,NA,NA,NA,NA,2,2,NA,2,3,3,2.222222222
2022,Connecticut,3,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,2,1,1.222222222
2022,Connecticut,4,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,1,2,1,1.111111111
2022,Connecticut,5,3,1.75,NA,3,3,NA,NA,NA,NA,2,2,NA,3,3,3,2.638888889
2022,Florida,2,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Florida,4,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Florida,7,6,6.25,NA,7,6,NA,NA,NA,NA,7,7,NA,5,7,7,6.472222222
2022,Florida,9,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,2,1,1.222222222
2022,Florida,13,6,6.25,NA,6,6,NA,NA,NA,NA,7,7,NA,6,6,6,6.25
2022,Florida,14,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,1,2,1,1.111111111
2022,Florida,15,6,6.25,NA,6,6,NA,NA,NA,NA,6,5,NA,5,6,6,5.805555556
2022,Florida,16,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Florida,22,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,2,1,1.222222222
2022,Florida,23,1,1,NA,1,3,NA,NA,NA,NA,2,1,NA,2,2,1,1.555555556
2022,Florida,27,6,6.25,NA,6,6,NA,NA,NA,NA,6,7,NA,6,6,4,5.916666667
2022,Florida,28,7,7,NA,7,6,NA,NA,NA,NA,7,7,NA,6,7,5,6.555555556
2022,Georgia,2,2,1.75,NA,2,3,NA,NA,NA,NA,1,2,NA,2,3,2,2.083333333
2022,Georgia,6,7,6.25,NA,7,7,NA,NA,NA,NA,7,7,NA,7,7,7,6.916666667
2022,Georgia,12,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Illinois,6,3,1.75,NA,2,4,NA,NA,NA,NA,2,2,NA,3,3,2,2.527777778
2022,Illinois,8,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,2,1,1,1.222222222
2022,Illinois,11,2,1,NA,2,2,NA,NA,NA,NA,1,2,NA,2,2,2,1.777777778
2022,Illinois,13,3,2.5,NA,3,4,NA,NA,NA,NA,2,4,NA,3,3,2,2.944444444
2022,Illinois,14,2,1.75,NA,3,3,NA,NA,NA,NA,2,1,NA,2,3,2,2.194444444
2022,Illinois,17,4,4,NA,4,5,NA,NA,NA,NA,3,5,NA,4,4,4,4.111111111
2022,Indiana,1,4,2.5,NA,4,4,NA,NA,NA,NA,2,2,NA,3,4,3,3.166666667
2022,Iowa,1,6,5.5,NA,6,5,NA,NA,NA,NA,6,7,NA,5,6,5,5.722222222
2022,Iowa,2,6,5.5,NA,6,6,NA,NA,NA,NA,6,7,NA,5,6,5,5.833333333
2022,Iowa,3,5,4,NA,5,5,NA,NA,NA,NA,4,4,NA,4,5,4,4.444444444
2022,Kansas,3,4,3.25,NA,4,5,NA,NA,NA,NA,4,3,NA,4,4,4,3.916666667
2022,Maine,2,4,4,NA,4,4,NA,NA,NA,NA,3,5,NA,4,5,6,4.333333333
2022,Maryland,1,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Maryland,2,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,1,2,1.222222222
2022,Maryland,6,2,1.75,NA,3,3,NA,NA,NA,NA,3,2,NA,3,3,4,2.75
2022,Massachusetts,9,1,1,NA,1,1,NA,NA,NA,NA,1,2,NA,2,2,2,1.444444444
2022,Michigan,3,3,3.25,NA,3,4,NA,NA,NA,NA,3,4,NA,3,4,3,3.361111111
2022,Michigan,4,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Michigan,7,4,3.25,NA,4,4,NA,NA,NA,NA,2,2,NA,4,4,4,3.472222222
2022,Michigan,8,4,3.25,NA,4,4,NA,NA,NA,NA,2,3,NA,4,4,3,3.472222222
2022,Michigan,10,6,5.5,NA,5,6,NA,NA,NA,NA,5,6,NA,5,6,6,5.611111111
2022,Michigan,11,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,2,1,1,1.222222222
2022,Minnesota,1,6,7,NA,6,6,NA,NA,NA,NA,7,7,NA,6,7,7,6.555555556
2022,Minnesota,2,4,4,NA,4,4,NA,NA,NA,NA,2,3,NA,4,4,3,3.555555556
2022,Minnesota,3,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,1,1,1.111111111
2022,Minnesota,8,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Missouri,2,7,7,NA,7,6,NA,NA,NA,NA,7,7,NA,6,7,7,6.777777778
2022,Montana,1,6,6.25,NA,6,6,NA,NA,NA,NA,7,7,NA,6,6,7,6.361111111
2022,Nebraska,1,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,6,6.777777778
2022,Nebraska,2,4,4,NA,5,5,NA,NA,NA,NA,6,6,NA,5,6,4,5
2022,Nevada,1,4,3.25,NA,3,4,NA,NA,NA,NA,2,2,NA,3,4,2,3.027777778
2022,Nevada,2,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Nevada,3,4,3.25,NA,4,4,NA,NA,NA,NA,2,2,NA,4,4,3,3.361111111
2022,Nevada,4,4,2.5,NA,3,4,NA,NA,NA,NA,2,2,NA,3,4,2,2.944444444
2022,New Hampshire,1,4,3.25,NA,3,4,NA,NA,NA,NA,2,3,NA,4,4,3,3.361111111
2022,New Hampshire,2,3,1.75,NA,3,4,NA,NA,NA,NA,2,2,NA,4,3,3,2.861111111
2022,New Jersey,1,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,1,1,1.111111111
2022,New Jersey,2,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,New Jersey,3,2,1,NA,2,3,NA,NA,NA,NA,2,1,NA,2,2,2,1.888888889
2022,New Jersey,5,2,1,NA,2,3,NA,NA,NA,NA,1,1,NA,2,2,1,1.666666667
2022,New Jersey,7,5,4,NA,5,5,NA,NA,NA,NA,5,3,NA,5,5,4,4.555555556
2022,New Jersey,11,1,1,NA,2,3,NA,NA,NA,NA,1,1,NA,2,2,1,1.555555556
2022,New Mexico,1,1,1,NA,2,2,NA,NA,NA,NA,1,2,NA,2,2,2,1.666666667
2022,New Mexico,2,4,4,NA,4,5,NA,NA,NA,NA,4,6,NA,4,4,4,4.333333333
2022,New Mexico,3,2,1,NA,2,3,NA,NA,NA,NA,1,2,NA,3,2,2,2
2022,New York,1,5,4.75,NA,5,7,NA,NA,NA,NA,5,6,NA,5,5,5,5.305555556
2022,New York,2,6,5.5,NA,6,7,NA,NA,NA,NA,7,6,NA,6,7,6,6.277777778
2022,New York,3,3,2.5,NA,4,4,NA,NA,NA,NA,3,3,NA,3,4,3,3.277777778
2022,New York,4,2,1.75,NA,2,4,NA,NA,NA,NA,2,2,NA,2,1,2,2.083333333
2022,New York,11,6,6.25,NA,6,7,NA,NA,NA,NA,6,6,NA,6,6,6,6.138888889
2022,New York,17,3,1.75,NA,3,4,NA,NA,NA,NA,2,1,NA,3,3,2,2.527777778
2022,New York,18,3,2.5,NA,3,4,NA,NA,NA,NA,3,4,NA,3,4,4,3.388888889
2022,New York,19,4,3.25,NA,4,4,NA,NA,NA,NA,4,5,NA,4,4,5,4.138888889
2022,New York,20,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,1,2,1.222222222
2022,New York,22,4,3.25,NA,4,4,NA,NA,NA,NA,4,4,NA,4,4,3,3.805555556
2022,New York,25,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,1,2,1,1.222222222
2022,North Carolina,1,3,2.5,NA,3,4,NA,NA,NA,NA,2,4,NA,2,3,2,2.833333333
2022,North Carolina,6,2,1,NA,2,2,NA,NA,NA,NA,1,1,NA,3,2,2,1.777777778
2022,North Carolina,7,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,North Carolina,9,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,North Carolina,13,4,4,NA,5,5,NA,NA,NA,NA,5,6,NA,4,4,4,4.555555556
2022,North Carolina,14,1,1,NA,2,2,NA,NA,NA,NA,1,2,NA,2,2,1,1.555555556
2022,Ohio,1,4,4,NA,4,5,NA,NA,NA,NA,6,5,NA,4,5,3,4.444444444
2022,Ohio,7,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Ohio,9,4,3.25,NA,3,3,NA,NA,NA,NA,2,3,NA,4,4,4,3.361111111
2022,Ohio,10,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Ohio,13,4,4,NA,4,5,NA,NA,NA,NA,6,6,NA,5,4,4,4.666666667
2022,Ohio,15,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Oregon,4,3,1.75,NA,2,3,NA,NA,NA,NA,2,3,NA,2,3,3,2.527777778
2022,Oregon,5,4,3.25,NA,4,4,NA,NA,NA,NA,4,4,NA,4,4,3,3.805555556
2022,Oregon,6,3,3.25,NA,2,2,NA,NA,NA,NA,2,3,NA,2,3,2,2.472222222
2022,Pennsylvania,1,7,7,NA,6,5,NA,NA,NA,NA,7,7,NA,5,6,5,6.111111111
2022,Pennsylvania,6,1,1,NA,2,2,NA,NA,NA,NA,1,1,NA,2,1,2,1.444444444
2022,Pennsylvania,7,5,4,NA,4,5,NA,NA,NA,NA,4,4,NA,4,5,4,4.333333333
2022,Pennsylvania,8,4,4,NA,4,5,NA,NA,NA,NA,3,4,NA,4,4,4,4
2022,Pennsylvania,10,7,7,NA,7,6,NA,NA,NA,NA,7,7,NA,5,7,7,6.666666667
2022,Pennsylvania,12,2,1,NA,1,1,NA,NA,NA,NA,1,1,NA,2,1,1,1.222222222
2022,Pennsylvania,17,4,4,NA,4,4,NA,NA,NA,NA,3,6,NA,4,4,4,4.111111111
2022,Rhode Island,2,4,2.5,NA,3,4,NA,NA,NA,NA,2,2,NA,3,3,3,2.944444444
2022,South Carolina,1,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Tennessee,5,7,6.25,NA,7,6,NA,NA,NA,NA,7,6,NA,6,7,6,6.472222222
2022,Texas,15,5,5.5,NA,6,5,NA,NA,NA,NA,4,6,NA,5,5,5,5.166666667
2022,Texas,23,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Texas,28,3,2.5,NA,4,4,NA,NA,NA,NA,2,2,NA,4,4,2,3.055555556
2022,Texas,34,3,2.5,NA,3,3,NA,NA,NA,NA,2,2,NA,3,3,2,2.611111111
2022,Virginia,1,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Virginia,2,4,4,NA,4,5,NA,NA,NA,NA,4,3,NA,4,4,4,4
2022,Virginia,5,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Virginia,7,3,3.25,NA,3,4,NA,NA,NA,NA,2,2,NA,3,3,2,2.805555556
2022,Virginia,10,1,1,NA,2,2,NA,NA,NA,NA,1,2,NA,2,2,2,1.666666667
2022,Washington,3,5,6.25,NA,6,6,NA,NA,NA,NA,7,6,NA,5,7,7,6.138888889
2022,Washington,4,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Washington,5,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,7,6.888888889
2022,Washington,6,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,2,1,1,1.222222222
2022,Washington,8,4,4,NA,3,4,NA,NA,NA,NA,2,2,NA,4,3,3,3.222222222
2022,Wisconsin,1,7,7,NA,7,7,NA,NA,NA,NA,7,7,NA,6,7,6,6.777777778
2022,Wisconsin,3,5,5.5,NA,5,5,NA,NA,NA,NA,5,7,NA,5,5,6,5.388888889